Address_Hex,Address_Dec,Name,Type,Active,Status
0x0376,886,Eingang 0x0376,comslave,False,Inactive
0x0377,887,Eingang 0x0377,comslave,False,Inactive
0x0378,888,Eingang 0x0378,comslave,False,Inactive
0x0379,889,Eingang 0x0379,comslave,False,Inactive
0x037A,890,Eingang 0x037A,comslave,False,Inactive
0x037B,891,Eingang 0x037B,comslave,False,Inactive
0x037C,892,Eingang 0x037C,comslave,False,Inactive
0x037D,893,Eingang 0x037D,comslave,False,Inactive
0x037E,894,Eingang 0x037E,comslave,False,Inactive
0x037F,895,Eingang 0x037F,comslave,False,Inactive
0x0380,896,Eingang 0x0380,unknown,False,Inactive
0x0381,897,Eingang 0x0381,unknown,False,Inactive
0x0382,898,Eingang 0x0382,unknown,False,Inactive
0x0383,899,Eingang 0x0383,unknown,False,Inactive
0x0384,900,Eingang 0x0384,unknown,False,Inactive
0x0385,901,Eingang 0x0385,unknown,False,Inactive
0x0386,902,Eingang 0x0386,unknown,False,Inactive
0x0387,903,Eingang 0x0387,unknown,False,Inactive
0x0388,904,Eingang 0x0388,unknown,False,Inactive
0x0389,905,Eingang 0x0389,unknown,False,Inactive
0x038A,906,Eingang 0x038A,unknown,False,Inactive
0x038B,907,Eingang 0x038B,unknown,False,Inactive
0x038C,908,Eingang 0x038C,unknown,False,Inactive
0x038D,909,Eingang 0x038D,unknown,False,Inactive
0x038E,910,Eingang 0x038E,unknown,False,Inactive
0x038F,911,Eingang 0x038F,unknown,False,Inactive
0x0390,912,Eingang 0x0390,unknown,False,Inactive
0x0391,913,Eingang 0x0391,unknown,False,Inactive
0x0392,914,Eingang 0x0392,unknown,False,Inactive
0x0393,915,Eingang 0x0393,unknown,False,Inactive
0x0394,916,Eingang 0x0394,unknown,False,Inactive
0x0395,917,Eingang 0x0395,unknown,False,Inactive
0x0396,918,Eingang 0x0396,unknown,False,Inactive
0x0397,919,Eingang 0x0397,unknown,False,Inactive
0x0398,920,Eingang 0x0398,comlock410_8_15,False,Inactive
0x0399,921,Eingang 0x0399,comlock410_8_15,False,Inactive
0x039A,922,Eingang 0x039A,comlock410_8_15,False,Inactive
0x039B,923,Eingang 0x039B,comlock410_8_15,False,Inactive
0x039C,924,Eingang 0x039C,comlock410_8_15,False,Inactive
0x039D,925,Eingang 0x039D,comlock410_8_15,False,Inactive
0x039E,926,Eingang 0x039E,comlock410_8_15,False,Inactive
0x039F,927,Eingang 0x039F,comlock410_8_15,False,Inactive
0x03A0,928,Eingang 0x03A0,comlock410_8_15,False,Inactive
0x03A1,929,Eingang 0x03A1,comlock410_8_15,False,Inactive
0x03A2,930,Eingang 0x03A2,comlock410_8_15,False,Inactive
0x03A3,931,Eingang 0x03A3,comlock410_8_15,False,Inactive
0x03A4,932,Eingang 0x03A4,comlock410_8_15,False,Inactive
0x03A5,933,Eingang 0x03A5,comlock410_8_15,False,Inactive
0x03A6,934,Eingang 0x03A6,comlock410_8_15,False,Inactive
0x03A7,935,Eingang 0x03A7,comlock410_8_15,False,Inactive
0x03A8,936,Eingang 0x03A8,comlock410_8_15,False,Inactive
0x03A9,937,Eingang 0x03A9,comlock410_8_15,False,Inactive
0x03AA,938,Eingang 0x03AA,comlock410_8_15,False,Inactive
0x03AB,939,Eingang 0x03AB,comlock410_8_15,False,Inactive
0x03AC,940,Eingang 0x03AC,comlock410_8_15,False,Inactive
0x03AD,941,Eingang 0x03AD,comlock410_8_15,False,Inactive
0x03AE,942,Eingang 0x03AE,comlock410_8_15,False,Inactive
0x03AF,943,Eingang 0x03AF,comlock410_8_15,False,Inactive
0x03B0,944,Eingang 0x03B0,comlock410_8_15,False,Inactive
0x03B1,945,Eingang 0x03B1,comlock410_8_15,False,Inactive
0x03B2,946,Eingang 0x03B2,comlock410_8_15,False,Inactive
0x03B3,947,Eingang 0x03B3,comlock410_8_15,False,Inactive
0x03B4,948,Eingang 0x03B4,comlock410_8_15,False,Inactive
0x03B5,949,Eingang 0x03B5,comlock410_8_15,False,Inactive
0x03B6,950,Eingang 0x03B6,comlock410_8_15,False,Inactive
0x03B7,951,Eingang 0x03B7,comlock410_8_15,False,Inactive
0x03B8,952,Eingang 0x03B8,comlock410_8_15,False,Inactive
0x03B9,953,Eingang 0x03B9,comlock410_8_15,False,Inactive
0x03BA,954,Eingang 0x03BA,comlock410_8_15,False,Inactive
0x03BB,955,Eingang 0x03BB,comlock410_8_15,False,Inactive
0x03BC,956,Eingang 0x03BC,comlock410_8_15,False,Inactive
0x03BD,957,Eingang 0x03BD,comlock410_8_15,False,Inactive
0x03BE,958,Eingang 0x03BE,comlock410_8_15,False,Inactive
0x03BF,959,Eingang 0x03BF,comlock410_8_15,False,Inactive
0x03C0,960,Eingang 0x03C0,comlock410_8_15,False,Inactive
0x03C1,961,Eingang 0x03C1,comlock410_8_15,False,Inactive
0x03C2,962,Eingang 0x03C2,comlock410_8_15,False,Inactive
0x03C3,963,Eingang 0x03C3,comlock410_8_15,False,Inactive
0x03C4,964,Eingang 0x03C4,comlock410_8_15,False,Inactive
0x03C5,965,Eingang 0x03C5,comlock410_8_15,False,Inactive
0x03C6,966,Eingang 0x03C6,comlock410_8_15,False,Inactive
0x03C7,967,Eingang 0x03C7,comlock410_8_15,False,Inactive
0x03C8,968,Eingang 0x03C8,comlock410_8_15,False,Inactive
0x03C9,969,Eingang 0x03C9,comlock410_8_15,False,Inactive
0x03CA,970,Eingang 0x03CA,comlock410_8_15,False,Inactive
0x03CB,971,Eingang 0x03CB,comlock410_8_15,False,Inactive
0x03CC,972,Eingang 0x03CC,comlock410_8_15,False,Inactive
0x03CD,973,Eingang 0x03CD,comlock410_8_15,False,Inactive
0x03CE,974,Eingang 0x03CE,comlock410_8_15,False,Inactive
0x03CF,975,Eingang 0x03CF,comlock410_8_15,False,Inactive
0x03D0,976,Eingang 0x03D0,comlock410_8_15,False,Inactive
0x03D1,977,Eingang 0x03D1,comlock410_8_15,False,Inactive
0x03D2,978,Eingang 0x03D2,comlock410_8_15,False,Inactive
0x03D3,979,Eingang 0x03D3,comlock410_8_15,False,Inactive
0x03D4,980,Eingang 0x03D4,comlock410_8_15,False,Inactive
0x03D5,981,Eingang 0x03D5,comlock410_8_15,False,Inactive
0x03D6,982,Eingang 0x03D6,comlock410_8_15,False,Inactive
0x03D7,983,Eingang 0x03D7,comlock410_8_15,False,Inactive
0x03D8,984,Eingang 0x03D8,comlock410_8_15,False,Inactive
0x03D9,985,Eingang 0x03D9,comlock410_8_15,False,Inactive
0x03DA,986,Eingang 0x03DA,comlock410_8_15,False,Inactive
0x03DB,987,Eingang 0x03DB,comlock410_8_15,False,Inactive
0x03DC,988,Eingang 0x03DC,comlock410_8_15,False,Inactive
0x03DD,989,Eingang 0x03DD,comlock410_8_15,False,Inactive
0x03DE,990,Eingang 0x03DE,comlock410_8_15,False,Inactive
0x03DF,991,Eingang 0x03DF,comlock410_8_15,False,Inactive
0x03E0,992,Eingang 0x03E0,comlock410_8_15,False,Inactive
0x03E1,993,Eingang 0x03E1,comlock410_8_15,False,Inactive
0x03E2,994,Eingang 0x03E2,comlock410_8_15,False,Inactive
0x03E3,995,Eingang 0x03E3,comlock410_8_15,False,Inactive
0x03E4,996,Eingang 0x03E4,comlock410_8_15,False,Inactive
0x03E5,997,Eingang 0x03E5,comlock410_8_15,False,Inactive
0x03E6,998,Eingang 0x03E6,comlock410_8_15,False,Inactive
0x03E7,999,Eingang 0x03E7,comlock410_8_15,False,Inactive
0x03E8,1000,Eingang 0x03E8,comlock410_8_15,False,Inactive
0x03E9,1001,Eingang 0x03E9,comlock410_8_15,False,Inactive
0x03EA,1002,Eingang 0x03EA,comlock410_8_15,False,Inactive
0x03EB,1003,Eingang 0x03EB,comlock410_8_15,False,Inactive
0x03EC,1004,Eingang 0x03EC,comlock410_8_15,False,Inactive
0x03ED,1005,Eingang 0x03ED,comlock410_8_15,False,Inactive
0x03EE,1006,Eingang 0x03EE,comlock410_8_15,False,Inactive
0x03EF,1007,Eingang 0x03EF,comlock410_8_15,False,Inactive
0x03F0,1008,Eingang 0x03F0,comlock410_8_15,False,Inactive
0x03F1,1009,Eingang 0x03F1,comlock410_8_15,False,Inactive
0x03F2,1010,Eingang 0x03F2,comlock410_8_15,False,Inactive
0x03F3,1011,Eingang 0x03F3,comlock410_8_15,False,Inactive
0x03F4,1012,Eingang 0x03F4,comlock410_8_15,False,Inactive
0x03F5,1013,Eingang 0x03F5,comlock410_8_15,False,Inactive
0x03F6,1014,Eingang 0x03F6,comlock410_8_15,False,Inactive
0x03F7,1015,Eingang 0x03F7,comlock410_8_15,False,Inactive
0x03F8,1016,Eingang 0x03F8,comlock410_8_15,False,Inactive
0x03F9,1017,Eingang 0x03F9,comlock410_8_15,False,Inactive
0x03FA,1018,Eingang 0x03FA,comlock410_8_15,False,Inactive
0x03FB,1019,Eingang 0x03FB,comlock410_8_15,False,Inactive
0x03FC,1020,Eingang 0x03FC,comlock410_8_15,False,Inactive
0x03FD,1021,Eingang 0x03FD,comlock410_8_15,False,Inactive
0x03FE,1022,Eingang 0x03FE,comlock410_8_15,False,Inactive
0x03FF,1023,Eingang 0x03FF,comlock410_8_15,False,Inactive
0x0400,1024,Eingang 0x0400,comlock410_8_15,False,Inactive
0x0401,1025,Eingang 0x0401,comlock410_8_15,False,Inactive
0x0402,1026,Eingang 0x0402,comlock410_8_15,False,Inactive
0x0403,1027,Eingang 0x0403,comlock410_8_15,False,Inactive
0x0404,1028,Eingang 0x0404,comlock410_8_15,False,Inactive
0x0405,1029,Eingang 0x0405,comlock410_8_15,False,Inactive
0x0406,1030,Eingang 0x0406,comlock410_8_15,False,Inactive
0x0407,1031,Eingang 0x0407,comlock410_8_15,False,Inactive
0x0408,1032,Eingang 0x0408,comlock410_8_15,False,Inactive
0x0409,1033,Eingang 0x0409,comlock410_8_15,False,Inactive
0x040A,1034,Eingang 0x040A,comlock410_8_15,False,Inactive
0x040B,1035,Eingang 0x040B,comlock410_8_15,False,Inactive
0x040C,1036,Eingang 0x040C,comlock410_8_15,False,Inactive
0x040D,1037,Eingang 0x040D,comlock410_8_15,False,Inactive
0x040E,1038,Eingang 0x040E,comlock410_8_15,False,Inactive
0x040F,1039,Eingang 0x040F,comlock410_8_15,False,Inactive
